instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
559,2011-01-25,1,0,1,11,0,2,1,2,0.24,0.2424,0.6,0.1343,61
5141,2011-08-07,3,0,8,2,0,0,0,2,0.7,0.6667,0.84,0.2239,66
7357,2011-11-08,4,0,11,3,0,2,1,1,0.32,0.3485,0.87,0.0,3
5169,2011-08-08,3,0,8,6,0,1,1,1,0.7,0.6515,0.65,0.2836,95
15723,2012-10-22,4,1,10,7,0,1,1,1,0.38,0.3939,0.66,0.0896,452
12570,2012-06-12,2,1,6,22,0,2,1,1,0.66,0.5909,0.94,0.1045,207
5113,2011-08-05,3,0,8,22,0,5,1,1,0.7,0.6515,0.65,0.2239,188
2513,2011-04-19,2,0,4,14,0,2,1,2,0.54,0.5152,0.64,0.19399999999999998,107
994,2011-02-14,1,0,2,1,0,1,1,1,0.38,0.3939,0.37,0.3582,7
1328,2011-02-28,1,0,2,14,0,1,1,3,0.42,0.4242,1.0,0.2985,25
5059,2011-08-03,3,0,8,16,0,3,1,3,0.68,0.6364,0.79,0.0,150
4503,2011-07-11,3,0,7,12,0,1,1,1,0.84,0.8029999999999999,0.53,0.2836,148
13084,2012-07-04,3,1,7,8,1,3,0,1,0.7,0.6515,0.61,0.1045,153
7850,2011-11-28,4,0,11,17,0,1,1,1,0.58,0.5455,0.56,0.19399999999999998,468
6492,2011-10-03,4,0,10,1,0,1,1,1,0.36,0.3636,0.81,0.0896,6
12435,2012-06-07,2,1,6,7,0,4,1,1,0.5,0.4848,0.82,0.1642,526
1745,2011-03-18,1,0,3,9,0,5,1,1,0.46,0.4545,0.63,0.2239,210
11083,2012-04-11,2,1,4,23,0,3,1,1,0.34,0.303,0.57,0.2985,61
8432,2011-12-22,1,0,12,23,0,4,1,3,0.4,0.4091,0.87,0.0,11
8749,2012-01-05,1,1,1,8,0,4,1,2,0.2,0.2576,0.75,0.0,388
13595,2012-07-25,3,1,7,15,0,3,1,1,0.78,0.6818,0.31,0.0896,317
7102,2011-10-28,4,0,10,12,0,5,1,2,0.38,0.3939,0.4,0.1642,213
14694,2012-09-09,3,1,9,10,0,0,0,1,0.64,0.6212,0.57,0.2985,495
1823,2011-03-21,2,0,3,16,0,1,1,2,0.54,0.5152,0.64,0.2836,141
812,2011-02-06,1,0,2,6,0,0,0,1,0.26,0.2576,0.6,0.2239,1
869,2011-02-08,1,0,2,15,0,2,1,1,0.22,0.19699999999999998,0.35,0.3881,51
4581,2011-07-14,3,0,7,18,0,4,1,1,0.72,0.6515,0.42,0.19399999999999998,578
10373,2012-03-13,1,1,3,7,0,2,1,2,0.46,0.4545,0.82,0.2836,308
12493,2012-06-09,2,1,6,17,0,6,0,1,0.84,0.7121,0.24,0.0,495
12082,2012-05-23,2,1,5,14,0,3,1,1,0.68,0.6364,0.65,0.1343,248
14536,2012-09-02,3,1,9,20,0,0,0,2,0.7,0.6667,0.84,0.1642,104
16934,2012-12-13,4,1,12,8,0,4,1,1,0.24,0.2273,0.6,0.19399999999999998,679
11325,2012-04-22,2,1,4,1,0,0,0,2,0.46,0.4545,0.82,0.3284,73
15987,2012-11-03,4,1,11,19,0,6,0,1,0.36,0.3485,0.5,0.1642,239
10360,2012-03-12,1,1,3,18,0,1,1,2,0.6,0.6212,0.43,0.19399999999999998,712
17264,2012-12-27,1,1,12,4,0,4,1,2,0.24,0.2121,0.87,0.3284,3
3281,2011-05-21,2,0,5,14,0,6,0,1,0.72,0.6515,0.42,0.0,456
5237,2011-08-11,3,0,8,2,0,4,1,1,0.66,0.6212,0.54,0.1343,11
8736,2012-01-04,1,1,1,19,0,3,1,2,0.2,0.2273,0.4,0.1045,184
14527,2012-09-02,3,1,9,11,0,0,0,2,0.74,0.6970000000000001,0.7,0.0,489
4881,2011-07-27,3,0,7,6,0,3,1,1,0.7,0.6515,0.54,0.2239,123
5271,2011-08-12,3,0,8,12,0,5,1,1,0.8,0.6970000000000001,0.27,0.0,222
7465,2011-11-12,4,0,11,15,0,6,0,1,0.52,0.5,0.29,0.2836,386
4194,2011-06-28,3,0,6,15,0,2,1,1,0.86,0.7879,0.41,0.0,166
8123,2011-12-10,4,0,12,2,0,6,0,2,0.28,0.303,0.61,0.0896,60
7842,2011-11-28,4,0,11,9,0,1,1,2,0.44,0.4394,0.88,0.2239,208
14611,2012-09-05,3,1,9,23,0,3,1,1,0.7,0.6667,0.84,0.0896,150
14526,2012-09-02,3,1,9,10,0,0,0,2,0.72,0.6970000000000001,0.79,0.0,388
12038,2012-05-21,2,1,5,18,0,1,1,1,0.64,0.6061,0.73,0.1045,530
2559,2011-04-21,2,0,4,12,0,4,1,1,0.46,0.4545,0.38,0.1642,199
1845,2011-03-22,2,0,3,14,0,2,1,1,0.5,0.4848,0.42,0.3284,101
15348,2012-10-06,4,1,10,16,0,6,0,1,0.6,0.6212,0.43,0.5224,659
14365,2012-08-26,3,1,8,17,0,0,0,1,0.64,0.5758,0.89,0.2239,233
16876,2012-12-10,4,1,12,22,0,1,1,2,0.5,0.4848,0.82,0.2239,126
7531,2011-11-15,4,0,11,9,0,2,1,2,0.56,0.5303,0.64,0.0896,200
15624,2012-10-18,4,1,10,4,0,4,1,1,0.44,0.4394,0.88,0.2239,5
5708,2011-08-31,3,0,8,6,0,3,1,1,0.54,0.5152,0.77,0.0,111
4045,2011-06-22,3,0,6,10,0,3,1,1,0.74,0.6970000000000001,0.7,0.2537,135
8937,2012-01-13,1,1,1,5,0,5,1,2,0.3,0.2424,0.7,0.5522,21
9453,2012-02-03,1,1,2,18,0,5,1,1,0.38,0.3939,0.4,0.1343,385
12995,2012-06-30,3,1,6,15,0,6,0,1,0.88,0.7727,0.3,0.2537,404
3373,2011-05-25,2,0,5,10,0,3,1,1,0.7,0.6515,0.61,0.0896,135
10921,2012-04-05,2,1,4,4,0,4,1,1,0.38,0.3939,0.43,0.2836,1
6946,2011-10-22,4,0,10,0,0,6,0,1,0.4,0.4091,0.62,0.19399999999999998,96
3635,2011-06-05,2,0,6,8,0,0,0,2,0.6,0.5909,0.73,0.2537,98
14923,2012-09-18,3,1,9,23,0,2,1,2,0.56,0.5303,0.83,0.2239,78
1744,2011-03-18,1,0,3,8,0,5,1,1,0.42,0.4242,0.67,0.2537,280
6211,2011-09-21,3,0,9,8,0,3,1,2,0.54,0.5152,1.0,0.1045,462
16238,2012-11-14,4,1,11,7,0,3,1,1,0.24,0.2121,0.65,0.2836,415
3518,2011-05-31,2,0,5,11,0,2,1,1,0.86,0.8029999999999999,0.47,0.0,106
15882,2012-10-28,4,1,10,22,0,0,0,3,0.44,0.4394,0.88,0.3582,37
13303,2012-07-13,3,1,7,11,0,5,1,2,0.76,0.6818,0.45,0.1343,288
13740,2012-07-31,3,1,7,16,0,2,1,1,0.76,0.7121,0.58,0.2239,402
8328,2011-12-18,4,0,12,15,0,0,0,1,0.32,0.303,0.45,0.2836,207
11201,2012-04-16,2,1,4,21,1,1,0,1,0.68,0.6364,0.51,0.2537,271
3397,2011-05-26,2,0,5,10,0,4,1,1,0.7,0.6667,0.74,0.2836,143
7269,2011-11-04,4,0,11,11,0,5,1,2,0.44,0.4394,0.67,0.4478,162
521,2011-01-23,1,0,1,19,0,0,0,1,0.12,0.1212,0.3,0.2836,50
4871,2011-07-26,3,0,7,20,0,2,1,1,0.8,0.7273,0.46,0.2537,290
132,2011-01-06,1,0,1,17,0,4,1,1,0.22,0.2273,0.51,0.1642,172
9387,2012-02-01,1,1,2,0,0,3,1,1,0.44,0.4394,0.38,0.2836,31
14120,2012-08-16,3,1,8,12,0,4,1,1,0.8,0.6970000000000001,0.33,0.1045,343
15396,2012-10-08,4,1,10,16,1,1,0,3,0.42,0.4242,0.58,0.19399999999999998,377
16968,2012-12-14,4,1,12,18,0,5,1,1,0.36,0.3485,0.46,0.1343,455
12851,2012-06-24,3,1,6,15,0,0,0,1,0.86,0.7424,0.28,0.2239,487
5916,2011-09-09,3,0,9,0,0,5,1,3,0.64,0.5606,0.94,0.19399999999999998,16
15768,2012-10-24,4,1,10,4,0,3,1,1,0.5,0.4848,0.77,0.0896,6
1980,2011-03-28,2,0,3,8,0,1,1,1,0.2,0.19699999999999998,0.34,0.2239,254
4746,2011-07-21,3,0,7,15,0,4,1,1,0.9,0.9242,0.53,0.2537,133
7062,2011-10-26,4,0,10,20,0,3,1,1,0.5,0.4848,0.88,0.0,207
10631,2012-03-24,2,1,3,1,0,6,0,1,0.56,0.5303,0.73,0.0896,128
17064,2012-12-18,4,1,12,18,0,2,1,1,0.38,0.3939,0.46,0.3284,525
12620,2012-06-15,2,1,6,0,0,5,1,1,0.6,0.5909,0.73,0.1642,94
4823,2011-07-24,3,0,7,20,0,0,0,1,0.84,0.7879,0.49,0.1642,195
3598,2011-06-03,2,0,6,19,0,5,1,1,0.68,0.6212,0.26,0.2836,391
2202,2011-04-06,2,0,4,14,0,3,1,1,0.5,0.4848,0.34,0.4179,115
1580,2011-03-11,1,0,3,7,0,5,1,1,0.26,0.2576,0.7,0.19399999999999998,114
6511,2011-10-03,4,0,10,20,0,1,1,3,0.4,0.4091,0.82,0.0,204
5136,2011-08-06,3,0,8,21,0,6,0,2,0.7,0.6667,0.84,0.3284,114
15519,2012-10-13,4,1,10,19,0,6,0,1,0.44,0.4394,0.44,0.1642,332
16063,2012-11-06,4,1,11,23,0,2,1,1,0.3,0.2879,0.56,0.2239,205
9694,2012-02-13,1,1,2,20,0,1,1,1,0.3,0.303,0.42,0.1642,214
8523,2011-12-26,1,0,12,20,1,1,0,1,0.3,0.3182,0.56,0.0896,56
10732,2012-03-28,2,1,3,6,0,3,1,1,0.36,0.3333,0.46,0.3582,115
4314,2011-07-03,3,0,7,15,0,0,0,1,0.84,0.8029999999999999,0.53,0.2985,376
12526,2012-06-11,2,1,6,2,0,1,1,1,0.66,0.6212,0.74,0.1045,17
13257,2012-07-11,3,1,7,13,0,3,1,2,0.8,0.7121,0.42,0.1642,273
5767,2011-09-02,3,0,9,17,0,5,1,2,0.68,0.6364,0.65,0.1642,455
2770,2011-04-30,2,0,4,7,0,6,0,1,0.4,0.4091,0.54,0.3881,48
389,2011-01-17,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,82
1954,2011-03-27,2,0,3,4,0,0,0,3,0.18,0.19699999999999998,0.74,0.1642,6
7815,2011-11-27,4,0,11,5,0,0,0,1,0.36,0.3485,0.87,0.19399999999999998,5
12837,2012-06-24,3,1,6,1,0,0,0,2,0.68,0.6364,0.54,0.0896,127
316,2011-01-14,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,68
2005,2011-03-29,2,0,3,9,0,2,1,1,0.28,0.2576,0.28,0.3881,172
7443,2011-11-11,4,0,11,17,1,5,0,1,0.34,0.303,0.39,0.3284,310
414,2011-01-19,1,0,1,6,0,3,1,2,0.22,0.2576,0.93,0.0896,32
8779,2012-01-06,1,1,1,14,0,5,1,1,0.46,0.4545,0.36,0.19399999999999998,178
15735,2012-10-22,4,1,10,19,0,1,1,1,0.52,0.5,0.52,0.1045,514
3384,2011-05-25,2,0,5,21,0,3,1,1,0.66,0.6212,0.69,0.1343,236
13048,2012-07-02,3,1,7,20,0,1,1,1,0.78,0.6970000000000001,0.43,0.1343,395
606,2011-01-28,1,0,1,11,0,5,1,3,0.18,0.2121,0.93,0.1045,30
16,2011-01-01,1,0,1,15,0,6,0,2,0.44,0.4394,0.77,0.2985,110
8915,2012-01-12,1,1,1,7,0,4,1,2,0.34,0.3182,0.87,0.2836,220
8100,2011-12-09,4,0,12,3,0,5,1,1,0.22,0.2727,0.8,0.0,6
3050,2011-05-11,2,0,5,23,0,3,1,1,0.46,0.4545,0.88,0.2537,81
3953,2011-06-18,2,0,6,14,0,6,0,2,0.8,0.7273,0.46,0.2836,334
310,2011-01-14,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,117
1484,2011-03-07,1,0,3,4,0,1,1,1,0.2,0.1515,0.8,0.5224,1
1254,2011-02-25,1,0,2,9,0,5,1,3,0.34,0.303,0.93,0.3582,114
6487,2011-10-02,4,0,10,20,0,0,0,2,0.36,0.3333,0.76,0.2537,87
6374,2011-09-28,4,0,9,3,0,3,1,2,0.6,0.5152,0.94,0.0896,3
9002,2012-01-15,1,1,1,22,0,0,0,1,0.18,0.2121,0.37,0.0896,60
4610,2011-07-15,3,0,7,23,0,5,1,1,0.64,0.6212,0.61,0.1642,167
2518,2011-04-19,2,0,4,19,0,2,1,2,0.5,0.4848,0.72,0.19399999999999998,276
5964,2011-09-11,3,0,9,0,0,0,0,1,0.62,0.5606,0.88,0.0,108
11250,2012-04-18,2,1,4,22,0,3,1,2,0.42,0.4242,0.77,0.0896,162
2129,2011-04-03,2,0,4,13,0,0,0,1,0.44,0.4394,0.33,0.2985,367
703,2011-02-01,1,0,2,15,0,2,1,2,0.24,0.2879,0.75,0.0,52
10200,2012-03-06,1,1,3,1,0,2,1,1,0.2,0.19699999999999998,0.44,0.2537,6
13029,2012-07-02,3,1,7,1,0,1,1,2,0.76,0.7121,0.58,0.19399999999999998,17
3843,2011-06-14,2,0,6,0,0,2,1,1,0.6,0.6212,0.49,0.19399999999999998,31
11470,2012-04-28,2,1,4,2,0,6,0,1,0.36,0.3485,0.43,0.1642,57
14209,2012-08-20,3,1,8,5,0,1,1,2,0.6,0.5606,0.83,0.0,37
1112,2011-02-19,1,0,2,1,0,6,0,1,0.46,0.4545,0.14,0.4179,31
7641,2011-11-19,4,0,11,23,0,6,0,1,0.38,0.3939,0.62,0.2239,93
1905,2011-03-25,2,0,3,3,0,5,1,1,0.2,0.2273,0.69,0.1045,2
12654,2012-06-16,2,1,6,10,0,6,0,1,0.64,0.6212,0.47,0.19399999999999998,435
638,2011-01-29,1,0,1,20,0,6,0,1,0.18,0.2121,0.74,0.0896,43
249,2011-01-11,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,136
2407,2011-04-15,2,0,4,4,1,5,0,1,0.38,0.3939,0.82,0.0896,3
8876,2012-01-10,1,1,1,16,0,2,1,1,0.42,0.4242,0.38,0.3582,240
697,2011-02-01,1,0,2,9,0,2,1,2,0.16,0.2273,0.93,0.0,116
16418,2012-11-21,4,1,11,19,0,3,1,1,0.38,0.3939,0.43,0.19399999999999998,243
15479,2012-10-12,4,1,10,3,0,5,1,1,0.36,0.3636,0.76,0.0896,6
14274,2012-08-22,3,1,8,22,0,3,1,1,0.64,0.6061,0.73,0.0,281
7334,2011-11-07,4,0,11,4,0,1,1,1,0.32,0.3485,0.93,0.0,6
2229,2011-04-07,2,0,4,17,0,4,1,1,0.52,0.5,0.52,0.2836,343
16170,2012-11-11,4,1,11,11,0,0,0,1,0.46,0.4545,0.59,0.1343,504
16361,2012-11-19,4,1,11,10,0,1,1,2,0.36,0.3333,0.66,0.2537,139
71,2011-01-04,1,0,1,1,0,2,1,1,0.16,0.1818,0.59,0.1045,2
16871,2012-12-10,4,1,12,17,0,1,1,2,0.48,0.4697,0.82,0.2836,616
1179,2011-02-21,1,0,2,21,1,1,0,3,0.22,0.19699999999999998,0.75,0.4478,34
14784,2012-09-13,3,1,9,4,0,4,1,1,0.52,0.5,0.83,0.0,6
9294,2012-01-28,1,1,1,3,0,6,0,1,0.26,0.2879,0.6,0.0896,17
14558,2012-09-03,3,1,9,18,1,1,0,1,0.74,0.6970000000000001,0.66,0.1642,482
1892,2011-03-24,2,0,3,14,0,4,1,2,0.3,0.303,0.7,0.1343,83
14540,2012-09-03,3,1,9,0,1,1,0,2,0.66,0.5909,0.94,0.0,104
11073,2012-04-11,2,1,4,13,0,3,1,2,0.4,0.4091,0.4,0.3582,163
10192,2012-03-05,1,1,3,17,0,1,1,3,0.3,0.2727,0.45,0.2985,387
14261,2012-08-22,3,1,8,9,0,3,1,1,0.68,0.6364,0.65,0.0,376
16696,2012-12-03,4,1,12,10,0,1,1,1,0.44,0.4394,0.77,0.1343,136
11354,2012-04-23,2,1,4,6,0,1,1,2,0.3,0.2727,0.81,0.2985,45
2090,2011-04-01,2,0,4,22,0,5,1,1,0.3,0.303,0.56,0.1642,74
12190,2012-05-28,2,1,5,2,1,1,0,1,0.6,0.5606,0.83,0.2239,48
4192,2011-06-28,3,0,6,13,0,2,1,1,0.84,0.7576,0.44,0.0,189
17342,2012-12-30,1,1,12,10,0,0,0,1,0.26,0.2121,0.41,0.5821,122
2958,2011-05-08,2,0,5,3,0,0,0,1,0.46,0.4545,0.72,0.0896,31
14176,2012-08-18,3,1,8,20,0,6,0,1,0.7,0.6364,0.45,0.1045,341
11005,2012-04-08,2,1,4,16,0,0,0,1,0.64,0.6061,0.19,0.3284,476
6226,2011-09-21,3,0,9,23,0,3,1,1,0.6,0.5152,0.94,0.1045,95
4994,2011-07-31,3,0,7,23,0,0,0,1,0.74,0.6970000000000001,0.66,0.2239,70
1084,2011-02-17,1,0,2,21,0,4,1,1,0.52,0.5,0.55,0.3881,124
10657,2012-03-25,2,1,3,3,0,0,0,3,0.42,0.4242,0.94,0.2985,18
2854,2011-05-03,2,0,5,19,0,2,1,1,0.68,0.6364,0.57,0.3582,365
12658,2012-06-16,2,1,6,14,0,6,0,1,0.72,0.6515,0.37,0.2239,573
5490,2011-08-21,3,0,8,15,0,0,0,1,0.7,0.6667,0.84,0.2836,68
5866,2011-09-06,3,0,9,21,0,2,1,3,0.54,0.5152,0.88,0.2836,121
4520,2011-07-12,3,0,7,5,0,2,1,1,0.7,0.6667,0.79,0.0896,25
945,2011-02-11,1,0,2,23,0,5,1,1,0.18,0.2424,0.69,0.0,53
9264,2012-01-26,1,1,1,21,0,4,1,2,0.4,0.4091,0.76,0.1045,192
13261,2012-07-11,3,1,7,17,0,3,1,1,0.8,0.6970000000000001,0.31,0.2239,830
7343,2011-11-07,4,0,11,13,0,1,1,1,0.54,0.5152,0.49,0.0896,189
17023,2012-12-17,4,1,12,1,0,1,1,2,0.38,0.3939,0.87,0.1045,15
8117,2011-12-09,4,0,12,20,0,5,1,1,0.3,0.3333,0.81,0.0,150
4986,2011-07-31,3,0,7,15,0,0,0,1,0.92,0.7727,0.18,0.2985,293
3329,2011-05-23,2,0,5,14,0,1,1,2,0.72,0.6818,0.62,0.5224,187
13063,2012-07-03,3,1,7,11,0,2,1,1,0.86,0.7576,0.34,0.19399999999999998,217
9028,2012-01-17,1,1,1,0,0,2,1,2,0.26,0.2273,0.7,0.3284,12
4392,2011-07-06,3,0,7,21,0,3,1,1,0.7,0.6667,0.79,0.19399999999999998,241
368,2011-01-16,1,0,1,19,0,0,0,1,0.18,0.19699999999999998,0.47,0.1343,61
10070,2012-02-29,1,1,2,15,0,3,1,2,0.4,0.4091,0.82,0.2836,90
9774,2012-02-17,1,1,2,4,0,5,1,2,0.28,0.2727,0.93,0.19399999999999998,1
15798,2012-10-25,4,1,10,10,0,4,1,2,0.54,0.5152,0.83,0.1343,225
1153,2011-02-20,1,0,2,19,0,0,0,2,0.34,0.3333,0.36,0.1343,42
15803,2012-10-25,4,1,10,15,0,4,1,1,0.62,0.6061,0.65,0.1343,305
8417,2011-12-22,1,0,12,8,0,4,1,2,0.36,0.3788,0.87,0.0,343
8150,2011-12-11,4,0,12,5,0,0,0,1,0.18,0.2121,0.59,0.1045,6
6751,2011-10-13,4,0,10,20,0,4,1,1,0.62,0.5758,0.83,0.2836,181
13583,2012-07-25,3,1,7,3,0,3,1,1,0.66,0.6212,0.65,0.2239,12
2013,2011-03-29,2,0,3,17,0,2,1,1,0.4,0.4091,0.2,0.1343,299
2616,2011-04-23,2,0,4,21,0,6,0,2,0.56,0.5303,0.83,0.2836,135
7810,2011-11-27,4,0,11,0,0,0,0,1,0.36,0.3788,0.81,0.0,46
4937,2011-07-29,3,0,7,14,0,5,1,1,0.96,0.8636,0.3,0.2239,148
9394,2012-02-01,1,1,2,7,0,3,1,3,0.38,0.3939,0.62,0.0896,208
16914,2012-12-12,4,1,12,12,0,3,1,2,0.34,0.3636,0.42,0.0,232
12248,2012-05-30,2,1,5,12,0,3,1,1,0.7,0.6515,0.54,0.0,253
185,2011-01-08,1,0,1,23,0,6,0,1,0.1,0.0606,0.39,0.4478,22
4960,2011-07-30,3,0,7,13,0,6,0,1,0.88,0.7576,0.29,0.0,308
10679,2012-03-26,2,1,3,1,0,1,1,1,0.48,0.4697,0.82,0.2537,28
9630,2012-02-11,1,1,2,4,0,6,0,3,0.24,0.2273,0.87,0.2239,4
6150,2011-09-18,3,0,9,19,0,0,0,2,0.54,0.5152,0.68,0.1045,245
11118,2012-04-13,2,1,4,10,0,5,1,1,0.44,0.4394,0.38,0.19399999999999998,192
5231,2011-08-10,3,0,8,20,0,3,1,1,0.76,0.6667,0.31,0.1343,312
13316,2012-07-14,3,1,7,0,0,6,0,2,0.72,0.6667,0.48,0.0896,191
8874,2012-01-10,1,1,1,14,0,2,1,1,0.42,0.4242,0.38,0.2985,106
7817,2011-11-27,4,0,11,7,0,0,0,1,0.38,0.3939,0.87,0.2239,23
8518,2011-12-26,1,0,12,15,1,1,0,1,0.38,0.3939,0.4,0.2537,131
10537,2012-03-20,1,1,3,3,0,2,1,2,0.54,0.5152,0.88,0.0,3
593,2011-01-27,1,0,1,21,0,4,1,1,0.18,0.2121,0.74,0.0896,38
11694,2012-05-07,2,1,5,10,0,1,1,2,0.52,0.5,0.77,0.19399999999999998,190
6928,2011-10-21,4,0,10,6,0,5,1,1,0.36,0.3485,0.71,0.1642,85
16916,2012-12-12,4,1,12,14,0,3,1,2,0.34,0.3636,0.46,0.0,225
1029,2011-02-15,1,0,2,13,0,2,1,1,0.32,0.303,0.21,0.2239,82
7525,2011-11-15,4,0,11,3,0,2,1,2,0.54,0.5152,0.68,0.3284,4
3926,2011-06-17,2,0,6,11,0,5,1,1,0.68,0.6364,0.69,0.2537,181
13020,2012-07-01,3,1,7,16,0,0,0,1,0.92,0.8333,0.33,0.2985,313
7143,2011-10-30,4,0,10,5,0,0,0,1,0.24,0.2121,0.75,0.2985,4
539,2011-01-24,1,0,1,14,0,1,1,2,0.14,0.1364,0.46,0.2239,45
14564,2012-09-04,3,1,9,0,0,2,1,2,0.7,0.6667,0.84,0.2537,29
13304,2012-07-13,3,1,7,12,0,5,1,2,0.76,0.6818,0.4,0.1045,379
10916,2012-04-04,2,1,4,23,0,3,1,1,0.52,0.5,0.23,0.4179,131
11659,2012-05-05,2,1,5,23,0,6,0,2,0.56,0.5303,0.83,0.2836,149
5528,2011-08-23,3,0,8,5,0,2,1,1,0.54,0.5152,0.56,0.19399999999999998,36
11278,2012-04-20,2,1,4,2,0,5,1,1,0.44,0.4394,0.88,0.19399999999999998,21
2311,2011-04-11,2,0,4,4,0,1,1,1,0.46,0.4545,0.94,0.19399999999999998,1
5834,2011-09-05,3,0,9,12,1,1,0,2,0.72,0.6818,0.7,0.19399999999999998,353
13455,2012-07-19,3,1,7,19,0,4,1,1,0.84,0.7576,0.44,0.2537,533
13064,2012-07-03,3,1,7,12,0,2,1,1,0.88,0.7576,0.28,0.19399999999999998,272
3456,2011-05-28,2,0,5,21,0,6,0,1,0.66,0.6212,0.74,0.2985,201
11782,2012-05-11,2,1,5,2,0,5,1,1,0.46,0.4545,0.44,0.1642,31
6516,2011-10-04,4,0,10,1,0,2,1,2,0.4,0.4091,0.87,0.1045,9
6914,2011-10-20,4,0,10,16,0,4,1,2,0.48,0.4697,0.51,0.4478,234
9530,2012-02-07,1,1,2,0,0,2,1,1,0.3,0.2879,0.7,0.19399999999999998,23
16516,2012-11-25,4,1,11,21,0,0,0,1,0.26,0.303,0.48,0.0,64
12877,2012-06-25,3,1,6,17,0,1,1,1,0.8,0.6818,0.24,0.4627,833
4163,2011-06-27,3,0,6,8,0,1,1,1,0.66,0.6212,0.74,0.19399999999999998,447
1766,2011-03-19,1,0,3,6,0,6,0,1,0.44,0.4394,0.44,0.4179,10
8299,2011-12-17,4,0,12,10,0,6,0,2,0.26,0.2424,0.52,0.2836,181
14345,2012-08-25,3,1,8,21,0,6,0,1,0.62,0.5758,0.83,0.3582,208
10606,2012-03-23,2,1,3,0,0,5,1,1,0.56,0.5303,0.83,0.0,95
13794,2012-08-02,3,1,8,22,0,4,1,1,0.74,0.6970000000000001,0.7,0.19399999999999998,262
466,2011-01-21,1,0,1,10,0,5,1,1,0.2,0.1667,0.47,0.4627,63
15466,2012-10-11,4,1,10,14,0,4,1,1,0.52,0.5,0.32,0.0896,348
1198,2011-02-22,1,0,2,22,0,2,1,1,0.16,0.1515,0.43,0.2537,77
4210,2011-06-29,3,0,6,7,0,3,1,1,0.7,0.6515,0.54,0.2239,336
5334,2011-08-15,3,0,8,3,0,1,1,1,0.6,0.5606,0.83,0.19399999999999998,7
9265,2012-01-26,1,1,1,22,0,4,1,1,0.38,0.3939,0.82,0.1045,142
12409,2012-06-06,2,1,6,5,0,3,1,1,0.48,0.4697,0.77,0.0,38
13023,2012-07-01,3,1,7,19,0,0,0,1,0.84,0.7424,0.39,0.1343,382
9443,2012-02-03,1,1,2,8,0,5,1,1,0.24,0.2273,0.65,0.2239,441
8356,2011-12-19,4,0,12,19,0,1,1,2,0.36,0.3485,0.53,0.1642,251
2532,2011-04-20,2,0,4,9,0,3,1,1,0.66,0.6212,0.61,0.2836,197
11124,2012-04-13,2,1,4,16,0,5,1,1,0.56,0.5303,0.26,0.2537,463
9987,2012-02-26,1,1,2,3,0,0,0,1,0.24,0.2273,0.41,0.19399999999999998,21
4004,2011-06-20,2,0,6,17,0,1,1,1,0.7,0.6515,0.54,0.0,565
16530,2012-11-26,4,1,11,11,0,1,1,1,0.4,0.4091,0.37,0.2985,130
5517,2011-08-22,3,0,8,18,0,1,1,1,0.72,0.6515,0.28,0.2985,609
6631,2011-10-08,4,0,10,20,0,6,0,1,0.52,0.5,0.77,0.1045,202
2020,2011-03-30,2,0,3,0,0,3,1,2,0.32,0.3485,0.57,0.0,11
9934,2012-02-23,1,1,2,22,0,4,1,1,0.44,0.4394,0.54,0.2537,137
5460,2011-08-20,3,0,8,9,0,6,0,1,0.7,0.6515,0.65,0.0,190
4732,2011-07-21,3,0,7,1,0,4,1,2,0.74,0.7273,0.84,0.2239,21
15988,2012-11-03,4,1,11,20,0,6,0,1,0.34,0.3333,0.53,0.1343,181
10348,2012-03-12,1,1,3,6,0,1,1,1,0.34,0.3485,0.57,0.1045,88
4112,2011-06-25,3,0,6,5,0,6,0,1,0.62,0.6061,0.61,0.1343,14
11972,2012-05-19,2,1,5,0,0,6,0,1,0.52,0.5,0.48,0.1045,148
1946,2011-03-26,2,0,3,20,0,6,0,2,0.28,0.2727,0.45,0.2537,85
13427,2012-07-18,3,1,7,15,0,3,1,3,0.92,0.8485,0.35,0.3582,194
12899,2012-06-26,3,1,6,15,0,2,1,1,0.72,0.6515,0.28,0.4627,317
2571,2011-04-22,2,0,4,0,0,5,1,1,0.36,0.3485,0.62,0.19399999999999998,33
10765,2012-03-29,2,1,3,15,0,4,1,1,0.52,0.5,0.39,0.3582,307
5164,2011-08-08,3,0,8,1,0,1,1,1,0.68,0.6364,0.83,0.1343,12
10873,2012-04-03,2,1,4,4,0,2,1,1,0.32,0.3333,0.66,0.0896,1
16735,2012-12-05,4,1,12,1,0,3,1,1,0.52,0.5,0.55,0.3284,11
13625,2012-07-26,3,1,7,21,0,4,1,1,0.8,0.7424,0.49,0.6119,271
5752,2011-09-02,3,0,9,2,0,5,1,3,0.62,0.5909,0.73,0.1045,20
9451,2012-02-03,1,1,2,16,0,5,1,1,0.4,0.4091,0.37,0.1045,311
16784,2012-12-07,4,1,12,2,0,5,1,2,0.26,0.2727,0.7,0.1343,11
3284,2011-05-21,2,0,5,17,0,6,0,2,0.72,0.6515,0.42,0.1642,444
